Gadget Type,Gender,Language,Product Name,Opinion,Sentiment
Smartphone,Male,English,Realme Narzo N61,It's wonderful and blessed for middle class family,Positive
Smartphone,Male,English,Realme Narzo N61,Amazing product in lower range,Neutral
Smartphone,Male,English,Realme Narzo N61,Mobile performance upto the expectations. Camera quality ðŸ‘,Neutral
Smartphone,Male,English,Realme Narzo N61,Ghg,Neutral
Smartphone,Male,English,Realme Narzo N61,Good quality ðŸ‘,Neutral
Smartphone,Male,English,Realme Narzo N61,Value for money phone.,Neutral
Smartphone,Male,English,Realme Narzo N61,Good phone but some lagging issue is there ðŸ˜ŠðŸ˜Š,Neutral
Smartphone,Male,English,Realme Narzo N61,All good,Neutral
Smartphone,Male,English,Realme Narzo N61,Fine camera but low sound quality and low charge speed,Negative
Smartphone,Male,English,Realme Narzo N61,Thank,Neutral
Smartphone,Male,English,Realme Narzo N61,Overall good phone. front camera not good.,Neutral
Smartphone,Male,English,Realme Narzo N61,-,Neutral
Smartphone,Male,English,Realme Narzo N61,Good,Neutral
Smartphone,Male,English,Realme Narzo N61,Serves the purpose and loved it,Positive
Smartphone,Male,English,Realme Narzo N61,Everything is perfect according to price but phone is slow than my older phones also battery consumption is high when we use 90Hz refresh rate.,Neutral
Smartphone,Male,English,Realme Narzo N61,If the sound quality is good then the phone will be overall good.,Positive
Smartphone,Male,English,Realme Narzo N61,I searched for 5g phone why 4g phones are being listed in 5g phones? And now there is no replacement. It's very very sad for a customer.,Negative
Smartphone,Male,English,Realme Narzo N61,The mobile is sometimes hanging itself it is a new mobile recently purchase after one week using there is automatically hanging without doing anything. Need to more work on this mobile please think before buy but the price is okay for this,Neutral
Smartphone,Male,English,Realme Narzo N61,Love ðŸ˜ this,Positive
Smartphone,Male,English,Realme Narzo N61,Happy very nice for this phone in this budget,Positive
Smartphone,Male,English,Realme Narzo N61,Phone performance is very slow,Neutral
Smartphone,Male,English,Realme Narzo N61,"Overall okay if you want to use the phone for call, WhatsApp and checking YouTube videos etc. But UI is sluggish",Neutral
Smartphone,Male,English,Realme Narzo N61,Mobile performance good battery good still fast charging will be more good picture quality nice sound quality also good appearance nice ok,Positive
Smartphone,Male,English,Realme Narzo N61,Quality is not good,Neutral
Smartphone,Male,English,Realme Narzo N61,build quality is very good.. look nice on hand.. but performance wise its very laggy .. if i use more than 3 apps than this phone became unstable.. ram management is very poor..,Neutral
Smartphone,Male,English,Realme Narzo N61,"Just received my realme n61, very slim and light phone ðŸ‘Œnice phone considering price.",Neutral
Smartphone,Male,English,Realme Narzo N61,"Best camera design... Under 8000,realme is best phone but charging is very slow...",Positive
Smartphone,Male,English,Realme Narzo N61,"Charging, look better quality",Neutral
Smartphone,Male,English,Realme Narzo N61,"Best mobile in this price, also battery backup is good, picture quality is good as per price...",Positive
Smartphone,Male,English,Realme Narzo N61,*GOOD PHONE*DISPLAY 7/10*BATTERY 7.5/10*PERFORMANCE 8/10 AFTER UNINSTALLING & DISABLED UNWANTED APPS*CAMERA 6/10REVIEW BASED ON PRICE RANGE,Neutral
Smartphone,Male,English,Realme Narzo N61,"Camera quality and display are average but ok for the price range, light weight.Good as secondary phone or minimal usage",Neutral
Smartphone,Male,English,Realme Narzo N61,Phone scores in all area. Must buy if you are looking for budget phone,Neutral
Smartphone,Male,English,Realme Narzo N61,I thought it is gd product but I frgtn redmi is better than this ..it started to hang on next day use...waste of money,Positive
Smartphone,Male,English,Realme Narzo N61,Dislikes in this product is problem auto touch screen and restart etc,Negative
Smartphone,Male,English,Realme Narzo N61,Phone performance veri good camera quality awesome in this price phone value for money,Positive
Smartphone,Male,English,Realme Narzo N61,Nice mobile and camera quality was also too good,Positive
Smartphone,Male,English,Realme Narzo N61,This mobile is good or average product in this price range ......the value of money is also good......,Positive
Smartphone,Male,English,Realme Narzo N61,Lo budget phone,Neutral
Smartphone,Male,English,Realme Narzo N61,Great product ðŸ‘.. i am using from last 10 days.. great camera and light weight product..no issues still now.,Positive
Smartphone,Male,English,Realme Narzo N61,Some technical problem ðŸ˜”,Neutral
Smartphone,Male,English,Realme Narzo N61,Nice smart phone,Positive
Smartphone,Male,English,Realme Narzo N61,Charger is very low and it support only low charger not high changer,Neutral
Smartphone,Male,English,Realme Narzo N61,"A very good mobile at this price range 7000-7500. For those who uses only for WhatsApp,Calling and watching videos.",Neutral
Smartphone,Male,English,Realme Narzo N61,Realme narzo phone is best quality product and iam happy to purchasing this product,Positive
Smartphone,Male,English,OnePlus Nord CE 3,Phone is good but some time heat problem,Neutral
Smartphone,Male,English,OnePlus Nord CE 3,Good,Neutral
Smartphone,Male,English,OnePlus Nord CE 3,"Charges fast with dual 5g support on both sims.Does not drain much battery on using mobile hotspot or connecting multiple devices â¤ï¸ Selfie camera is awesome in day as well as night. However, for using back camera in low or dim light, you would need to use the pro mode for best snaps. Using the product for more than a year now and there is nothing to complain except the charging speed which has decreased a bit but you would not notice it :)",Neutral
Smartphone,Male,English,OnePlus Nord CE 3,Avarage product,Neutral
Smartphone,Male,English,OnePlus Nord CE 3,"Sound, performance, display",Neutral
Smartphone,Male,English,OnePlus Nord CE 3,Very good product.very good performance.,Positive
Smartphone,Male,English,OnePlus Nord CE 3,Camera is poor other wise all feature is good,Neutral
Smartphone,Male,English,OnePlus Nord CE 3,Till now it's working great,Positive
Smartphone,Male,English,OnePlus Nord CE 3,Good in this range,Neutral
Smartphone,Male,English,OnePlus Nord CE 3,It have met all the expectations. Light weight and I have expected it is really excellent.,Positive
Smartphone,Male,English,OnePlus Nord CE 3,"Cost of the product and the features are good, using for 6 months+. Overall review is good.",Positive
Smartphone,Male,English,OnePlus Nord CE 3,Fast and good,Neutral
Smartphone,Male,English,OnePlus Nord CE 3,Phones motherboard got damaged and is not working. Next time will buy good phone and will not trust this companies,Neutral
Smartphone,Male,English,OnePlus Nord CE 3,"After the usage of one year. Bluetooth connectivity very worst, camera quality not good, display not good and phone getting slow.....",Negative
Smartphone,Male,English,OnePlus Nord CE 3,I had gifted this mobile to my ex girlfriendShe left me after getting this phone,Neutral
Smartphone,Male,English,OnePlus Nord CE 3,Bought mobile first time in online. Really gud packaging and worth buy. Ty amazon,Positive
Smartphone,Male,English,OnePlus Nord CE 3,Hi,Neutral
Smartphone,Male,English,OnePlus Nord CE 3,Good,Neutral
Smartphone,Male,English,OnePlus Nord CE 3,"I have shifted my choice from ViVo to OnePlus hoping the battery Issue will not be there in OnePlus. But unfortunately, the same issue again occurred. Only in 10 months, battery is going automatically dragged out post 15min of full charge.Use all the trouble haddle to get the issue get resolved but nothing is going in good.Hope this will be part of warranty.",Negative
Smartphone,Male,English,OnePlus Nord CE 3,Functionality is good but back camera is average quality and front camera amazing. Display quality and looking superb.,Positive
Smartphone,Male,English,OnePlus Nord CE 3,Best phone in this range and good features,Positive
Smartphone,Male,English,OnePlus Nord CE 3,Good Quality,Neutral
Smartphone,Male,English,OnePlus Nord CE 3,Don't listen other reviews this is the best moblie value for money product definitely I will recommend you to buy it!,Positive
Smartphone,Male,English,OnePlus Nord CE 3,Good...but charging!,Neutral
Smartphone,Male,English,OnePlus Nord CE 3,Good Product,Neutral
Smartphone,Male,English,OnePlus Nord CE 3,Good product,Neutral
Smartphone,Male,English,OnePlus Nord CE 3,"The OnePlus Nord CE 3 Lite 5G in Pastel Lime is a standout device in the mid-range segment, offering a blend of style, performance, and value. With its eye-catching pastel lime color and sleek design, this phone is as visually appealing as it is functional.Equipped with 8GB of RAM and 128GB of storage, the Nord CE 3 Lite 5G ensures smooth multitasking and ample space for apps, media, and files. The Snapdragon 695 chipset provides reliable performance for everyday tasks and moderate gaming. The 6.72-inch LCD display, though not AMOLED, delivers vibrant colors and decent brightness, making it suitable for media consumption.The camera setup, featuring a 108MP primary sensor, captures impressive photos with good detail and color accuracy in well-lit conditions, though low-light performance is average. The 5000mAh battery ensures all-day usage, and the 67W fast charging support means you can quickly top up when needed.Running on OxygenOS, the software experience is clean and user-friendly, with useful customizations and minimal bloatware. The inclusion of 5G support ensures future-proof connectivity.Overall, the OnePlus Nord CE 3 Lite 5G is a solid choice for those seeking a stylish and capable smartphone without breaking the bank.",Positive
Smartphone,Male,English,OnePlus Nord CE 3,One of the best phones I've ever usedðŸ˜ŠThank you AmazonðŸ¤©,Positive
Smartphone,Male,English,OnePlus Nord CE 3,After use of 1 year phone is heating,Neutral
Smartphone,Male,English,OnePlus Nord CE 3,For me it's a great phone in this price segment,Positive
Smartphone,Male,English,OnePlus Nord CE 3,"Bahut sari problem hai phone me ,don't buy",Neutral
Smartphone,Female,English,OnePlus Nord CE 3,Avarage not a good Value for money device,Negative
Smartphone,Male,English,OnePlus Nord CE 3,UI Started to lag after 3 Months,Neutral
Smartphone,Male,English,OnePlus Nord CE 3,best mobilegood service from amazon,Positive
Smartphone,Male,English,OnePlus Nord CE 3,It's been a year using it .. ðŸ«¶ðŸ»,Neutral
Smartphone,Male,English,OnePlus Nord CE 3,Best phone in this range,Positive
Smartphone,Male,English,OnePlus Nord CE 3,Not value for money,Neutral
Smartphone,Male,English,OnePlus Nord CE 3,Bought this phone last year. It is running ok. Camera quality is good.,Neutral
Smartphone,Male,English,OnePlus Nord CE 3,Ok,Neutral
Smartphone,Male,English,OnePlus Nord CE 3,Mobile is looking smart,Neutral
Smartphone,Female,English,OnePlus Nord CE 3,Lucky to have such Phone thanks Amazon,Positive
Smartphone,Male,English,OnePlus Nord CE 3,Very good phone.Thank you Amazon for safe and quick delivery. Thank you 1 plus to create such a amazing product.,Positive
Smartphone,Male,English,OnePlus Nord CE 3,"The OnePlus Nord CE 3 5G is a device that doesnâ€™t disappoint. It seamlessly combines style with functionality and provides an excellent user experience across the board.Appearance (5/5): The appearance of the Nord CE 3 is sleek and elegant. The slim design, the choice of materials, and the placement of the camera module all scream premium. Itâ€™s a phone that youâ€™ll be proud to show off.Ease of Use (4.5/5): OnePlus continues its tradition of providing a clean, user-friendly interface. OxygenOS is intuitive, responsive, and customizable. Navigating through apps and settings is a breeze, making it ideal for both tech-savvy users and those new to smartphones.Battery Life (4/5): The battery life on the Nord CE 3 is commendable. It easily gets me through a full day of moderate to heavy usage. While it may not be the best in its category, itâ€™s reliable, and the Warp Charge feature ensures a quick top-up when needed.Fingerprint Sensor (4.5/5): The fingerprint sensor on this device is fast and accurate. It provides added security while making unlocking the phone a breeze. The sensorâ€™s placement on the front is convenient and intuitive.In summary, the OnePlus Nord CE 3 5G is a fantastic all-rounder. It boasts a stylish appearance, is exceptionally easy to use, offers reliable battery life, and features a responsive fingerprint sensor. If youâ€™re looking for a 5G phone that delivers on both looks and performance, the Nord CE 3 is an excellent choice.",Positive
Smartphone,Male,English,OnePlus Nord CE 3,Nice product in this range,Neutral
Smartphone,Male,English,OnePlus Nord CE 3,Best product,Positive
Smartphone,Male,English,OnePlus Nord CE 3,Good product,Neutral
Smartphone,Male,English,OnePlus Nord CE 3,Very good,Neutral
Smartphone,Male,English,OnePlus Nord CE 3,This is superb,Positive
Smartphone,Male,English,OnePlus Nord CE 3,Charging best,Positive
Smartphone,Male,English,OnePlus Nord CE 3,Nice iteme,Neutral
Smartphone,Male,English,OnePlus Nord CE 3,It's good product,Neutral
Smartphone,Male,English,OnePlus Nord CE 3,Always one plus is super good product,Positive
Smartphone,Male,English,OnePlus Nord CE 3,Overall good but camera quality not too good,Neutral
Smartphone,Female,English,OnePlus Nord CE 3,Itâ€™s an average phone,Neutral
Smartphone,Male,English,OnePlus Nord CE 3,Camera Quality is very nice. And Sound.,Neutral
Accessories,Male,English,Samsung Original Type-C Adapter,Perfect,Positive
Accessories,Male,English,Samsung Original Type-C Adapter,"The product is excellent, but I believe it is overpriced.",Neutral
Accessories,Male,English,Samsung Original Type-C Adapter,Good product,Neutral
Accessories,Male,English,Samsung Original Type-C Adapter,"Original, Like product design",Positive
Accessories,Male,English,Samsung Original Type-C Adapter,"The product is not an option to know that there is no option to find the charger is original or not,currently charger is working good.",Neutral
Accessories,Male,English,Samsung Original Type-C Adapter,Nice adaptor in price,Neutral
Accessories,Male,English,Samsung Original Type-C Adapter,Quality is good original product,Positive
Accessories,Male,English,Samsung Original Type-C Adapter,I am giving 4 stars only because it shows super fast charging. But charges like 33 watt. Quite heavy. Cable quality is Excellent and also lengthy 1.8 meters.,Positive
Accessories,Male,English,Samsung Original Type-C Adapter,nice,Neutral
Accessories,Male,English,Samsung Original Type-C Adapter,"It's too cost to purchase adapter, don't know whether it's branded or not",Neutral
Accessories,Male,English,Samsung Original Type-C Adapter,"Although this adapter is available on the official website of Samsung, but amazon, flipkart sells it in lower prize, but there are a hell lot of adapter will come out when you search for it. Bought this one instead seeing the original tag on it by Amazon, and the reviews and things, seems legit. Let's see what happens. Samsung should consider giving adapter in low end devices as pirating happens alot in this price segment.",Neutral
Accessories,Male,English,Samsung Original Type-C Adapter,Very good ðŸ‘ ðŸ‘ ðŸ‘Œ ðŸ˜€ â˜ºï¸ ðŸ™Œ ðŸ‘ ðŸ‘ ðŸ‘Œ,Neutral
Accessories,Male,English,Samsung Original Type-C Adapter,Overall good but some times its heating.,Neutral
Accessories,Male,English,Samsung Original Type-C Adapter,Ok,Neutral
Accessories,Male,English,Samsung Original Type-C Adapter,Good charger 25 watt,Neutral
Accessories,Male,English,Samsung Original Type-C Adapter,Proper fast charging,Neutral
Accessories,Male,English,Samsung Original Type-C Adapter,This charger has good speed to recharge all the samsung products..,Neutral
Accessories,Male,English,Samsung Original Type-C Adapter,No complaints,Neutral
Accessories,Male,English,Samsung Original Type-C Adapter,Good,Neutral
Accessories,Male,English,Samsung Original Type-C Adapter,Product good but packing is very poor i m not happy with your packing,Negative
Accessories,Male,English,Samsung Original Type-C Adapter,"Brilliant product, I used it for nothing phone 2a.",Positive
Accessories,Male,English,Samsung Original Type-C Adapter,The packaging was really good all sealed packed but when i charge my Samsung tab s9 fe plus the adapter get heat up.. I really have trust issues whether its genuine product or not...,Positive
Accessories,Male,English,Samsung Original Type-C Adapter,Good quality ðŸ‘Œ,Neutral
Accessories,Female,English,Samsung Original Type-C Adapter,Using it for past 2 months working perfectly fine .,Positive
Accessories,Female,English,Samsung Original Type-C Adapter,The product was received very fast in a day but there was no extra packing.The product is good and charging fine,Positive
Accessories,Male,English,Samsung Original Type-C Adapter,So very nice experience,Positive
Accessories,Male,English,Samsung Original Type-C Adapter,Fast charging. Expensive considering it comes without cable.,Neutral
Accessories,Male,English,Samsung Original Type-C Adapter,"not efficient, why so costly?should have been given with the phone.",Neutral
Accessories,Male,English,Samsung Original Type-C Adapter,Good Coleti,Neutral
Accessories,Male,English,Samsung Original Type-C Adapter,"Product is very much good , the only limitations is that the package is not so good ,in the time of delivery it may get damaged so please improve the package and produt reached me in good condition sure you can buy it",Positive
Accessories,Male,English,Samsung Original Type-C Adapter,Original but heating,Neutral
Accessories,Male,English,Samsung Original Type-C Adapter,Good performance,Neutral
Accessories,Male,English,Samsung Original Type-C Adapter,Nice Design Nice Charger but price High.,Neutral
Accessories,Male,English,Samsung Original Type-C Adapter,Very good,Neutral
Accessories,Male,English,Samsung Original Type-C Adapter,Good,Neutral
Accessories,Male,English,Samsung Original Type-C Adapter,Good product,Neutral
Accessories,Male,English,Samsung Original Type-C Adapter,Like ðŸ‘,Neutral
Accessories,Male,English,Samsung Original Type-C Adapter,So Expensive amountOriginal samsung adopter,Neutral
Accessories,Male,English,Samsung Original Type-C Adapter,Overall good product because I bought at the great Indian festival sale at â‚¹1k,Positive
Accessories,Male,English,Samsung Original Type-C Adapter,"Products is Good But the packaging is not so good, I have received damaged package.",Negative
Accessories,Male,English,Samsung Original Type-C Adapter,"Damm exactly in the time adapter showed , that completed the changing in the same time",Neutral
Accessories,Male,English,Samsung Original Type-C Adapter,Fast charging as of now but Samsung should provide adaptor along with mobile,Neutral
Accessories,Male,English,Samsung Original Type-C Adapter,Gud product.. price should be less,Neutral
Accessories,Male,English,Samsung Original Type-C Adapter,Superb,Positive
Accessories,Male,English,Samsung Original Type-C Adapter,ðŸ‘,Neutral
Accessories,Male,English,Samsung Original Type-C Adapter,Working fine with my nothing 2a,Neutral
Accessories,Male,English,Samsung Original Type-C Adapter,Nice but price is very high.,Neutral
Accessories,Male,English,Samsung Original Type-C Adapter,"The seller provided Original Samsung charger at a reasonable price. The price of adapter in local market is higher compared to this price. So, you can buy it from here. It works fine.",Neutral
Accessories,Male,English,Samsung Original Type-C Adapter,Excellent charger suitable for Nothing 2a and 2a plus Don't waste your money in buying rhe cmf 65 & 45 watt chargers....This charger is giving the same output within 1 hour Full charge happening iam really happy i bought this @ 800 only and fully satisfied,Positive
Accessories,Male,English,Samsung Original Type-C Adapter,The charger is really good. Original charger is delivered. Other chargers only support fast charging while using this original adapter it provides super fast charging. Easy connectivity and somewhat value fot money.,Positive
Accessories,Male,English,Samsung Original Type-C Adapter,I purchased Samsung galaxy M35 5g mobile phone and also Samsung original 25 watts original charger. This charger is excellent for super fast charging and it will extend mobile battery life.,Positive
Accessories,Male,English,Samsung Original Type-C Adapter,Charger works very well and is useful earlier I had samsung 15 watt charger which was slow and now I got this it's fasterAnd it's samsung go for it.,Positive
Accessories,Male,English,Samsung Original Type-C Adapter,"The product is genuine. Charges my phone well. Always use original charger for charging your phone and if possible, charge till the battery reaches 80%. After that stop charging. This enhances the battery life.",Neutral
Accessories,Male,English,Samsung Original Type-C Adapter,All fine Samsung brand you can trust.,Positive
Accessories,Male,English,Samsung Original Type-C Adapter,Charger good,Neutral
Accessories,Male,English,Samsung Original Type-C Adapter,Samsung phone 6000 mah battery charging time isOriginal samsung super fast Charger 25W = 1h 30minOther fast charger (mi) 33W = 2h 10min,Positive
Accessories,Male,English,Samsung Original Type-C Adapter,The media could not be loaded. Excellent charger suitable for Nothing 2a and 2a plus Don't waste your money in buying rhe cmf 65 & 45 watt chargers....This charger is giving the same output within 1 hour Full charge happening iam really happy i bought this @ 800 only and fully satisfied,Positive
Accessories,Male,English,Samsung Original Type-C Adapter,Good product..,Neutral
Accessories,Male,English,Samsung Original Type-C Adapter,it delivers what it promises.... but this when it is on sale you can get that on cheap rather that going for this on non sale :),Positive
Accessories,Male,English,Samsung Original Type-C Adapter,Better than buying the 45 W charger only differance between both is 5 mins. This takes 5 more minutes but it will save you 2k,Positive
Accessories,Male,English,Samsung Original Type-C Adapter,Good,Neutral
Accessories,Male,English,Samsung Original Type-C Adapter,I'm glad I got the original Samsung product and didn't get fleeced. Anyone looking to buy a Samsung 25W charger can definitely go for this.,Positive
Accessories,Male,English,Samsung Original Type-C Adapter,I didn't expect such packaging as I am a prime member i expect got packaging of my items so the packaging is the worst but overall the product is in good condition,Neutral
Accessories,Male,English,Samsung Original Type-C Adapter,"I have read reviewes of many chargers for my Nothing 2a, finaly ordered Samsung 25w charger, and it fully charge my phone in60-70 minutes.For iPhone 12 take same time 60-70 minutes.",Neutral
Accessories,Male,English,Samsung Original Type-C Adapter,"25 watt charger, taking 1hour 15 minutes to fully xharge 3900mAh battery ðŸ”‹It's ok but samsung should work on 100W charger. What you think ðŸ¤”",Neutral
Accessories,Male,English,Samsung Original Type-C Adapter,"I recently purchased this charger for my S21 FE. It works exactly as described and supports fast charging. The only problem was with the packaging from Amazon. The product box was damaged when I was peeling off the tape. Other than that, no complaints about the product itself.",Neutral
Accessories,Male,English,Samsung Original Type-C Adapter,Charger is good and original.,Positive
Refrigerator,Male,English,Godrej Single Door Refrigerator,"I am so glad to have this product in best deal price. Quality is good, appearance is way better than in images shown by amazon, cooling is fabulous and zero noise. I was delivered the exact same specification product with latest model of 2024 and BEE 2024 rating as shown on amazon, also the product packing, delivery experience and amazon customer support helpline was aweaome as we can't turn on the refrigerator at very frist place jst after delivery to check if its working fine or not as the refeigerant has to be settled down only after 6-8 hrs it can be checked and for the same i got excellent assistance and assurance regarsing replacements for any problem if happened even after accepting the delivery via OTP and open box inspection frm amazon delivery agents. Thanks to Amazon.",Positive
Refrigerator,Male,English,Godrej Single Door Refrigerator,Very good refrigerator,Neutral
Refrigerator,Male,English,Godrej Single Door Refrigerator,"Writing this review after 1month of purchase..till now no any issues except there was dent in the side while delivering..cooling effect is good, no sound issue and lookwise its very pretty",Neutral
Refrigerator,Male,English,Godrej Single Door Refrigerator,"Value for money, no water leakageBest quality in this price range under 13k",Neutral
Refrigerator,Male,English,Godrej Single Door Refrigerator,i purchase fridge 2021 with inbuilt sablizer but sometimes cooling problem and one time pcb damaged. but after completing it not solution giving because pcb not available in godrej authorised service centre and information given to me by godrej authorised centre you refused to pay but i required services support till date. godrej service after sales is worst,Negative
Refrigerator,Male,English,Godrej Single Door Refrigerator,"Fridge good.but slat,s very thin, delicate plastic metireyal",Neutral
Refrigerator,Female,English,Godrej Single Door Refrigerator,"Product was faulty, it wobbles due to improper stand balance, during service was told that it cannot be fixed, only solution is to either make do with the product or exchange it. Already returned one due to dent, so decided to make do with whatever I received this time. Not happy with the product delivered.",Neutral
Refrigerator,Male,English,Godrej Single Door Refrigerator,Best product,Positive
Refrigerator,Male,English,Godrej Single Door Refrigerator,Cooling good,Neutral
Refrigerator,Male,English,Godrej Single Door Refrigerator,Very good,Neutral
Refrigerator,Male,English,Godrej Single Door Refrigerator,Good product price is good too and delivered on time â²ï¸,Positive
Refrigerator,Male,English,Godrej Single Door Refrigerator,The media could not be loaded. Good,Neutral
Refrigerator,Male,English,Godrej Single Door Refrigerator,"If we want to stop the defrost in between, that is not possible for this model which is not good.",Negative
Refrigerator,Male,English,Godrej Single Door Refrigerator,"â€¢ Writing this review after 30 days of Usageâ€¢ Cools Instantlyâ€¢ has 4 weather modeâ€¢ impressive modern design, looks ugly only in the picâ€¢ Comes with a lockâ€¢ has lots of spacesâ€¢ sturdy build qualityâ€¢ Made In India â¤ï¸Can't believe Indian Brands can come up with such good products.Jan 2024 Update:Product is great1 star deducted as I believe there's room for more innovation",Positive
Refrigerator,Male,English,Godrej Single Door Refrigerator,Under 11000 best product,Positive
Refrigerator,Male,English,Godrej Single Door Refrigerator,IT was a amazing purchase on Amazon.Product were working fine.,Positive
Refrigerator,Male,English,Godrej Single Door Refrigerator,"So, I am facing an issue with door lock. The rubber which is at all sides and get stick to opposite face is now no more sticky due to which door is not getting locked properly.Inside space is very less",Neutral
Refrigerator,Male,English,Godrej Single Door Refrigerator,"This is best in segment refrigerator I have using this since 2 months with no problem this refrigerator is very energy efficient but storage space is little less its ice chill box is bigger in size so it takes a big amount of space in fridge so it makes this refrigerator a little less spacious which can be problem for some people but I have no issues with that, it does not come with a bade drawer it says it comes with a base drawer but that drawer comes only with upper range refrigerator of this series of Godrej Refrigerators ,instead of a base drawer it comes with a base drawer like plastic cover which makes this refrigerator looks more good . overall it was a pretty good experience very cool looking refrigerator for your kitchen it is good for bachelors and small family but not good for big family because it's space is less",Positive
Refrigerator,Male,English,Godrej Single Door Refrigerator,"They didn't accept the old fridge because there was rust. I actually was exchanging it and they took some 17 hundred something less than the discounted written price. Then after rejecting to take the old fridge, they took that 17 hundred something plus 200 RS extra!! Just for nothing!! Such hypocrisy!Edit - They returned the extra â‚¹200 on next day that they took for no reason. I am changing my star ratings from 3 stars to 5 stars because I a very happy with the product. By the way, I bought two same models of different colors from Amazon itself. I love Amazon. Thanks for being the best. â¤ðŸ’",Positive
Refrigerator,Male,English,Godrej Single Door Refrigerator,Very useful,Neutral
Refrigerator,Male,English,Godrej Single Door Refrigerator,Nice products and delivery service,Neutral
Refrigerator,Male,English,Godrej Single Door Refrigerator,Really good product and Amazon has fast delivery and value for money really happy this service thanks Amazon,Positive
Refrigerator,Male,English,Godrej Single Door Refrigerator,I buy 5 days more,Neutral
Refrigerator,Female,English,Godrej Single Door Refrigerator,Superb,Positive
Refrigerator,Male,English,Godrej Single Door Refrigerator,The media could not be loaded. à¤•à¤¿à¤¸à¥€ à¤­à¥€ à¤µà¤¿à¤¦à¥‡à¤¶à¥€ à¤‰à¤¤à¥à¤ªà¤¾à¤¦ à¤¸à¥‡ à¤¹à¤®à¤¾à¤°à¥‡ à¤¦à¥‡à¤¶ à¤•à¥€ à¤•à¤‚à¤ªà¤¨à¥€ à¤—à¥‹à¤¦à¤°à¥‡à¤œ à¤•à¤¾ à¤¯à¤¹ à¤«à¥à¤°à¥€à¤œ à¤¬à¥‡à¤¹à¤¤à¤° à¤¹à¥ˆà¥¤ à¤®à¥à¤à¥‡ à¤…à¤ªà¤¨à¥‡ à¤¦à¥‡à¤¶ à¤•à¥€ à¤•à¤‚à¤ªà¤¨à¥€ à¤—à¥‹à¤¦à¤°à¥‡à¤œ à¤•à¥‡ à¤‰à¤¤à¥à¤ªà¤¾à¤¦ à¤ªà¤° à¤—à¤°à¥à¤µ à¤¹à¥ˆà¥¤à¥¤ à¤—à¥‹à¤¦à¤°à¥‡à¤œ à¤”à¤° à¤…à¤®à¥‡à¤œà¤¨ à¤¦à¥‹à¤¨à¥‹à¤‚ à¤•à¥‹ à¤§à¤¨à¥à¤¯à¤µà¤¾à¤¦à¥¤,Neutral
Refrigerator,Male,English,Godrej Single Door Refrigerator,The media could not be loaded. Good value of money,Neutral
Refrigerator,Male,English,Godrej Single Door Refrigerator,After 2 month of use Product too good im happy with amazon delivered it on time cooling just fabulous.If company give leg stand it eill be great,Positive
Refrigerator,Male,English,Godrej Single Door Refrigerator,After 21 days I am writting this review. It is very good product.Pros :Free frost work wellEnough space for 3-4 member familyCons :Comparatively high electricity uses than what is claimed,Positive
Refrigerator,Male,English,Godrej Single Door Refrigerator,"We have got the Freez, we have turned it on, is the freeze on, everything is fine but there is no part of the freeze, I have marked it in the photo, you send it, we will get it fixed.",Neutral
Refrigerator,Male,English,Godrej Single Door Refrigerator,Cooling is good and value for moneyBut there is a dent as you can see in image but it is negotiate good product overallAt price 13500,Positive
Refrigerator,Male,English,Godrej Single Door Refrigerator,I like this product fast turbo cooling technology.,Neutral
Refrigerator,Male,English,Godrej Single Door Refrigerator,"Quick delivery and service by Godrej. However, vanity box is missing, it should be given, Vegetable storage box is very very small, what does it cost, only to save a few Rupees Godrej didn't provide it? Stand with storage material quality is also cheap. Don't buy this fridge. Thanks Amazon, and improve your quality Godrej. I am repenting to buy this fridge as there is no option to return or exchange.",Positive
Refrigerator,Male,English,Godrej Single Door Refrigerator,Great purchase from godrej and Amazon,Positive
Refrigerator,Male,English,Godrej Single Door Refrigerator,Worth it.Better to buy online than offline.Everything is fine.,Neutral
Refrigerator,Male,English,Godrej Single Door Refrigerator,I like this refrigerator.,Neutral
Refrigerator,Male,English,Godrej Single Door Refrigerator,The door locking issue. The key locks works only after tha door pulling up the door in hand.,Neutral
Refrigerator,Male,English,Godrej Single Door Refrigerator,The fridge is creating noise which is too much for a fridge. This is very annoying and the noise did not reduce even after their mechanic's visit. Won't recommend anyone to buy.,Neutral
Refrigerator,Male,English,Godrej Single Door Refrigerator,"Product specifies that it comsumes 123 units a year, however, it comsumes approx 15 units a month which is 180 unit a year. I'm saying so bcoz I was out of town for 12 days and only my refridgerator was consuming energy these days and I took the meter reading before going and after I came back and it consumed exactly 7 units in 12 days which is approx 15 units a month and 180 units a year. Not value for money bcoz price varies only due to energy consumption and which is actually wrong.",Neutral
Refrigerator,Male,English,Godrej Single Door Refrigerator,Very good product,Neutral
Refrigerator,Male,English,Godrej Single Door Refrigerator,Nice cooling,Neutral
Refrigerator,Male,English,Godrej Single Door Refrigerator,Worth for money. I like it,Positive
Refrigerator,Male,English,Godrej Single Door Refrigerator,Good,Neutral
Refrigerator,Male,English,Godrej Single Door Refrigerator,Good for use,Neutral
Refrigerator,Male,English,Godrej Single Door Refrigerator,Colling good but old model,Neutral
